security_no,symbol,isin,isin_derived,isin_matches_derived,name_en,name_he,symbol_he,sub_type,issuer_id,yahoo_ticker
1200435,IBI.F179,IL0012004359,IL0012004359,True,I.B.I. SAL (4A) S&P 500 Currency-Hedged,"אי.בי.אי. סל (4A)י 500 S&P מנוטרלת מט""ח",אבא.ס179,ETF Fund - Equity,1750,IBI-F179.TA
1200443,IBI.F180,IL0012004433,IL0012004433,True,I.B.I. SAL (4A) Nasdaq 100 Currency-Hedged,"אי.בי.אי. סל (4A)י Nasdaq 100 מנוטרלת מט""ח",אבא.ס180,ETF Fund - Equity,1750,IBI-F180.TA
1200450,IBI.F181,IL0012004508,IL0012004508,True,I.B.I. SAL (4D) Nasdaq 100,אי.בי.אי. סל (4D)י Nasdaq 100,אבא.ס181,ETF Fund - Equity,1750,IBI-F181.TA
1200880,GLDP.B1,IL0012008806,IL0012008806,True,GILAD DEPO B1,גלעד פקדון אגחא,גלפק.ק1,Corporate Bonds,1736,GLDP-B1.TA
1200922,GSED.B1,IL0012009226,IL0012009226,True,GSE B1,ג'י.אס.אי אגח א,גסאפ.ק1,Corporate Bonds,2427,GSED-B1.TA
1201003,MTF.F124,IL0012010034,IL0012010034,True,MTF Sal (4D) MSCI AC World,MTF סל (MSCI AC World (4D,מטפ.ס124,ETF Fund - Equity,1735,MTF-F124.TA
1201144,PIDE.B2,IL0012011446,IL0012011446,True,PAI DEPOS. B2,פאי פיקדון אגחב,פאיפ.ק2,Corporate Bonds,2420,PIDE-B2.TA
1201375,BIMT.W2,IL0012013756,IL0012013756,True,BIOMEAT.W2,ביו מיט אפ 2,בימט.א2,Warrants,1855,BIMT-W2.TA
1201391,CLIS.B3,IL0012013913,IL0012013913,True,CLAL INSU B3,כלל ביטוח אגח ג,כללבט.ק3,Corporate Bonds,224,CLIS-B3.TA
1201433,JRIS.B19,IL0012014333,IL0012014333,True,JERUSALEM I B19,ירושליםהנ אגחיט,ירשה.ק19,Corporate Bonds,1248,JRIS-B19.TA
1201466,POL.B11,IL0012014663,IL0012014663,True,POALIM B11,פועלים הת נד יא,פעל.ק11,Corporate Bonds,662,POL-B11.TA
1201623,MTF.F120,IL0012016239,IL0012016239,True,MTF SAL (4A) Index Israel-120 IL,MTF סל (4A) אינדקס 120 ישראל,מטפ.ס120,ETF Fund - Equity,1735,MTF-F120.TA
1201656,YELN.F1,IL0012016569,IL0012016569,True,YLETF (4D) S&P 500,ילין לפידות סל (4D)י S&P 500,ילינ.ס1,ETF Fund - Equity,2432,YELN-F1.TA
1201664,YELN.F2,IL0012016643,IL0012016643,True,YLETF (4A) S&P 500 Currency Hedged,"ילין לפידות סל (4A)י S&P 500 מנוטרלת מט""ח",ילינ.ס2,ETF Fund - Equity,2432,YELN-F2.TA
1201672,YELN.F3,IL0012016726,IL0012016726,True,YLETF (4D) Nasdaq 100,ילין לפידות סל (4D)י Nasdaq 100,ילינ.ס3,ETF Fund - Equity,2432,YELN-F3.TA
1201698,YELN.F4,IL0012016981,IL0012016981,True,YLETF (4A) Nasdaq 100 Currency Hedged,"ילין לפידות סל (4A)י Nasdaq 100 מנוטרלת מט""ח",ילינ.ס4,ETF Fund - Equity,2432,YELN-F4.TA
1201821,LUM.B185,IL0012018219,IL0012018219,True,LEUMI B185,לאומי אגח 185,לאמ.ק185,Corporate Bonds,604,LUM-B185.TA
1201839,LUM.B186,IL0012018391,IL0012018391,True,LEUMI B186,לאומי אגח 186,לאמ.ק186,Corporate Bonds,604,LUM-B186.TA
1201896,ASPR.B14,IL0012018961,IL0012018961,True,ASHTROM PRO B14,אשטרום נכ אגח14,אשנכ.ק14,Corporate Bonds,251,ASPR-B14.TA
1201946,PNCP.B14,IL0012019464,IL0012019464,True,PHONIX B14,פניקס הון אגחיד,פנהס.ק14,Corporate Bonds,1527,PNCP-B14.TA
1201953,PNCP.B15,IL0012019530,IL0012019530,True,PHONIX B15,פניקס הון אגחטו,פנהס.ק15,Corporate Bonds,1527,PNCP-B15.TA
1202142,MZIS.B68,IL0012021429,IL0012021429,True,MIZ TF ISSU B68,מז טפ הנ אגח 68,מזהנ.ק68,Corporate Bonds,231,MZIS-B68.TA
1202159,MZIS.B69,IL0012021593,IL0012021593,True,MIZ TF ISSU B69,מז טפ הנפ הת 69,מזהנ.ק69,Corporate Bonds,231,MZIS-B69.TA
1202183,KSM.F233,IL0012021833,IL0012021833,True,KSM ETF (4D) S&P 500 TOP 50,קסם ETF י(4D)י 50 S&P 500 TOP,קסם.ס233,ETF Fund - Equity,1733,KSM-F233.TA
1202217,BIG.B21,IL0012022179,IL0012022179,True,BIG B21,ביג אגח כא,ביג.ק21,Corporate Bonds,1327,BIG-B21.TA
1202290,ISPR.B1,IL0012022906,IL0012022906,True,ISPRO B1,ישפרו אגח א,ישפר.ק1,Corporate Bonds,2430,ISPR-B1.TA
1202332,GOI0335,IL0012023326,IL0012023326,True,ILGOV 4% 0335,ממשל שקלית 0335,ממשק0335,Government Bonds,926,GOI0335.TA
1202340,LURO.B1,IL0012023409,IL0012023409,True,LUZON RON B1,לוזון רונ אגח א,לורו.ק1,Corporate Bonds,2429,LURO-B1.TA
1202555,AMRM.B2,IL0012025552,IL0012025552,True,AMRAM AVRAHM B2,עמרם אברהם אגחב,עמרם.ק2,Corporate Bonds,2385,AMRM-B2.TA
1202597,LURO,IL0012025974,IL0012025974,True,LUZON RON,לוזון רונסון,לורו,Shares,2429,LURO.TA
1202647,GFI.B5,IL0012026477,IL0012026477,True,GFI B5,ג'י.אף.אי אגח ה,גיאפ.ק5,Corporate Bonds,1639,GFI-B5.TA
1202779,CRSM.B5,IL0012027798,IL0012027798,True,CARASSO MOT B5,קרסו מוט' אגח ה,קרסמ.ק5,Corporate Bonds,1585,CRSM-B5.TA
1202977,ISHO,IL0012029778,IL0012029778,True,ISRAS HOLDINGS,ישרס אחזקות,ישאח,Shares,2435,ISHO.TA
1203074,ELLO.B6,IL0012030743,IL0012030743,True,ELLOMAY B6,אלומיי אגח ו,אלומ.ק6,Corporate Bonds,2101,ELLO-B6.TA
1203082,ELLO.W2,IL0012030826,IL0012030826,True,ELLOMAY W2,אלומיי אפ 2,אלומ.א2,Warrants,2101,ELLO-W2.TA
1203157,DSMN.B16,IL0012031576,IL0012031576,True,DISCONT MAN B16,דיסק מנ אגח טז,דסקמ.ק16,Corporate Bonds,748,DSMN-B16.TA
1203181,MTRD,IL0012031816,IL0012031816,True,MEITAV TRA,מיטב טרייד,מטרה,Shares,2428,MTRD.TA
1203199,MTRD.W1,IL0012031998,IL0012031998,True,MEITAV TR W1,מיטב טרייד אפ 1,מטרה.א1,Warrants,2428,MTRD-W1.TA
1203264,OPCE.B4,IL0012032640,IL0012032640,True,OPC ENERGY B4,או.פי.סי אגח ד,אפסא.ק4,Corporate Bonds,1682,OPCE-B4.TA
1203405,AURA.B18,IL0012034059,IL0012034059,True,AURA B18,אאורה אגח יח,אארה.ק18,Corporate Bonds,373,AURA-B18.TA
1203496,PRSK.B15,IL0012034968,IL0012034968,True,PRASHKOVSKY B15,פרשקובסקי אגחטו,פרשק.ק15,Corporate Bonds,1330,PRSK-B15.TA
1203504,MGRT.B6,IL0012035049,IL0012035049,True,MGURIT B6,מגוריט אגח ו,מגרט.ק6,Corporate Bonds,1668,MGRT-B6.TA
1203553,ELCRA.B7,IL0012035536,IL0012035536,True,ELECTRA REAL B7,אלקטרהנדלן אגחז,אלקנד.ק7,Corporate Bonds,1264,ELCRA-B7.TA
1203579,GOI0927,IL0012035791,IL0012035791,True,ILGOV 0927,ממשל שקלית 0927,ממשק0927,Government Bonds,926,GOI0927.TA
1203835,KSM.F237,IL0012038357,IL0012038357,True,KSM ETF (4D) S&P 500 Equal Weight,קסם ETF י(4D)י S&P 500 Equal Weight,קסם.ס237,ETF Fund - Equity,1733,KSM-F237.TA
1203850,GCT.B18,IL0012038506,IL0012038506,True,G CITY B18,ג'י סיטי אגח יח,גיסי.ק18,Corporate Bonds,126,GCT-B18.TA
1203942,FTAL.B5,IL0012039421,IL0012039421,True,FATTAL HOLD B5,פתאל החז אגח ה,פתאל.ק5,Corporate Bonds,1621,FTAL-B5.TA
1204023,YBKB.B4,IL0012040239,IL0012040239,True,YUVALIM B4,יובלים אגח ד,יבקב.ק4,Corporate Bonds,1903,YBKB-B4.TA
1204064,AILN.W5,IL0012040643,IL0012040643,True,AXILION W5,אקסיליון אפ 5,אילנ.א5,Warrants,383,AILN-W5.TA
1204122,MWIN.B2,IL0012041229,IL0012041229,True,M.W. INV B2,מ.ו השקע אגח ב,מוהש.ק2,Corporate Bonds,2398,MWIN-B2.TA
1204189,ROTS.B12,IL0012041898,IL0012041898,True,ROTSHTEIN B12,רוטשטיין אגח יב,רשטן.ק12,Corporate Bonds,539,ROTS-B12.TA
1204296,LGTS.B4,IL0012042961,IL0012042961,True,LIGHTSTON B4,לייטסטון אגח ד,לטסט.ק4,Corporate Bonds,1630,LGTS-B4.TA
1204379,CPI1033,IL0012043795,IL0012043795,True,ILCPI1.6%1033,ממשל צמודה 1033,ממצמ1033,Government Bonds,954,CPI1033.TA
1204692,MNRV.B5,IL0012046921,IL0012046921,True,MINRAV B5,מנרב אגח ה,מנרב.ק5,Corporate Bonds,155,MNRV-B5.TA
1204718,CPLN.B4,IL0012047184,IL0012047184,True,COPPERLINE B4,קופרליין אגח ד,קפלן.ק4,Corporate Bonds,1648,CPLN-B4.TA
1204734,SRFT.B13,IL0012047341,IL0012047341,True,SARFATI B13,צרפתי אגח יג,צרפת.ק13,Corporate Bonds,425,SRFT-B13.TA
1204767,ISRG.C1,IL0012047671,IL0012047671,True,ISRAIR C1,ישראייר אג א,ישרג.ה1,Convertible Bonds,1238,ISRG-C1.TA
1204825,NVPT.B6,IL0012048257,IL0012048257,True,NAVITAS PTRO B6,נאוויטס פט אגחו,נאפט.ק6,Corporate Bonds,1688,NVPT-B6.TA
1204841,YBOX.B5,IL0012048414,IL0012048414,True,YBOX B5,וויי בוקס אגח ה,ובקס.ק5,Corporate Bonds,486,YBOX-B5.TA
1204999,AMOT.B9,IL0012049990,IL0012049990,True,AMOT B9,אמות אגח ט,אמות.ק9,Corporate Bonds,1328,AMOT-B9.TA
1205004,AMOT.B10,IL0012050048,IL0012050048,True,AMOT B10,אמות אגח י,אמות.ק10,Corporate Bonds,1328,AMOT-B10.TA
1205087,SLARL.B5,IL0012050873,IL0012050873,True,SELLA REAL B5,סלע נדלן אגח ה,סלענד.ק5,Corporate Bonds,1514,SLARL-B5.TA
1205129,ISCD.B2,IL0012051293,IL0012051293,True,ISRACARD B2,ישראכרט אגח ב,ישכט.ק2,Corporate Bonds,1773,ISCD-B2.TA
1205145,FRN1134,IL0012051459,IL0012051459,True,ILFRNO 11/34,ממשל משתנה 1134,מממש1134,Government Bonds,923,FRN1134.TA
1205475,DORL.B2,IL0012054750,IL0012054750,True,DOREL ENERGY B2,דוראל אגח ב,דורל.ק2,Corporate Bonds,1801,DORL-B2.TA
1205566,PTBL.B11,IL0012055666,IL0012055666,True,PROPE BU B11,נכסים בנ אגח יא,נכבנ.ק11,Corporate Bonds,699,PTBL-B11.TA
1205640,ILDC.B26,IL0012056409,IL0012056409,True,LAND DV B26,הכשרת ישוב אג26,הכשר.ק26,Corporate Bonds,612,ILDC-B26.TA
1205657,MTF.F126,IL0012056573,IL0012056573,True,MTF SAL (4D) Bloomberg US Analyst Recommendations,MTF סל (Bloomberg US Analyst Recommendations (4D,מטפ.ס126,ETF Fund - Equity,1735,MTF-F126.TA
1205681,TLSR.B9,IL0012056813,IL0012056813,True,THE LESER B9,דה לסר אגח ט,דלסר.ק9,Corporate Bonds,1513,TLSR-B9.TA
1205715,GCT.B19,IL0012057159,IL0012057159,True,G CITY B19,ג'י סיטי אגח יט,גיסי.ק19,Corporate Bonds,126,GCT-B19.TA
1205798,ZUR.B12,IL0012057985,IL0012057985,True,ZUR B12,צור אגח יב,צור.ק12,Corporate Bonds,730,ZUR-B12.TA
1205897,LUM.I2,IL0012058975,IL0012058975,True,LEUMI I2,לאומי אגח 2-רמ,לאמ.2רמ,Corporate Bonds TASE UP,604,LUM-I2.TA
1205913,STRW,US8631821019,IL0012059130,False,STRAWBERRY INC,סטרוברי אינק,סטרו,Shares,2438,STRW.TA
1205947,PAZ.B9,IL0012059478,IL0012059478,True,PAZ ENERGY B9,פז אנרגיה אגח ט,פז.ק9,Corporate Bonds,1363,PAZ-B9.TA
1206044,PCOK.B4,IL0012060443,IL0012060443,True,PACIFIC B4,פסיפיק אגח ד,פסוק.ק4,Corporate Bonds,1662,PCOK-B4.TA
1206473,NMCO.B4,IL0012064734,IL0012064734,True,NAMCO B4,נמקו אגח ד,נמקו.ק4,Corporate Bonds,1665,NMCO-B4.TA
1206549,YELN.F5,IL0012065491,IL0012065491,True,YLETF (4A) Tel Aviv Stock Exchange Banks IL,"ילין לפידות סל (4A) ת""א בנקים",ילינ.ס5,ETF Fund - Equity,2432,YELN-F5.TA
1206564,GAON.B5,IL0012065640,IL0012065640,True,GAON B5,גאון אחז אגח ה,גאון.ק5,Corporate Bonds,1452,GAON-B5.TA
1206580,PIDE.B3,IL0012065806,IL0012065806,True,PAI DEPOS B3,פאי פיקדון אגחג,פאיפ.ק3,Corporate Bonds,2420,PIDE-B3.TA
1206606,HGG.B14,IL0012066069,IL0012066069,True,HAGAG B14,חג'ג' אגח יד,חגג.ק14,Corporate Bonds,823,HGG-B14.TA
1206622,ENOP.B2,IL0012066226,IL0012066226,True,ENCORE OPP B2,אנקור הזד אגח ב,אנהז.ק2,Corporate Bonds,2352,ENOP-B2.TA
1206663,BLEG.B3,IL0012066630,IL0012066630,True,BLACKEDGE B3,בלאקאדג' אגח ג,בלקג.ק3,Corporate Bonds,1853,BLEG-B3.TA
1206770,HILA.B2,IL0012067703,IL0012067703,True,HILLA B2,הילה אגח ב,הילה.ק2,Corporate Bonds,1830,HILA-B2.TA
1206895,IN.FF15,IE00B60SX402,IL0012068958,False,INV.FRFRUSS2000,אינבסקו.חוץ.RUSSELL.2000,אנ.סז15,Foreign ETF - Equity,2355,IN-FF15.TA
1206937,NURI.W1,IL0012069378,IL0012069378,True,NURI W1,נור אפ 1,נור.א1,Warrants,1893,NURI-W1.TA
1206986,LUZN.B11,IL0012069865,IL0012069865,True,LUZON GROUP B11,לוזון קב אגח יא,לוזנ.ק11,Corporate Bonds,473,LUZN-B11.TA
1207141,MFRE.B1I,IL0012071416,IL0012071416,True,MICHLOL RE B1I,מכלול נד אגח1רמ,מכלנ.ק1מ,Corporate Bonds TASE UP,2439,MFRE-B1I.TA
1207158,ADGR.B13,IL0012071580,IL0012071580,True,ADGAR B13,אדגר אגח יג,אדגר.ק13,Corporate Bonds,182,ADGR-B13.TA
1207190,IN.FF14,IE00B60SWX25,IL0012071903,False,INV.FRFSTOXX50,אינבסקו.חוץEUSTOXX50UCITS,אנ.סז14,Foreign ETF - Equity,2355,IN-FF14.TA
1207208,IN.FF16,IE00BNGJJT35,IL0012072083,False,INV.FRFS&P500EW,אינבסקו.חוץS&P500EW.UCITS,אנ.סז16,Foreign ETF - Equity,2355,IN-FF16.TA
1207471,ALRP.B7,IL0012074717,IL0012074717,True,ALROV PRO B7,אלרוב נדלן אגחז,אלרנ.ק7,Corporate Bonds,387,ALRP-B7.TA
1207489,ARBE.C1,IL0012074899,IL0012074899,True,ARBE ROB C1,ארבה אג א,ארב.ה1,Convertible Bonds,1975,ARBE-C1.TA
1207513,MGDF.B13,IL0012075136,IL0012075136,True,MIGDAL FUND B31,מגדל הון אגח יג,מגדה.ק13,Corporate Bonds,1597,MGDF-B13.TA
1207521,MGDF.B14,IL0012075219,IL0012075219,True,MIGDAL FUND B14,מגדל הון אגח יד,מגדה.ק14,Corporate Bonds,1597,MGDF-B14.TA
1207604,ALTD.B2,IL0012076043,IL0012076043,True,ALTITUDE B2,אלטיטיוד אגח ב,אלטד.ק2,Corporate Bonds,1729,ALTD-B2.TA
1207752,ELCO.B14,IL0012077520,IL0012077520,True,ELCO B14,אלקו אגח יד,אלקו.ק4,Corporate Bonds,694,ELCO-B14.TA
1207836,ISCN.B8,IL0012078361,IL0012078361,True,ISRAEL CANAD B8,ישראל קנדה אגחח,ישקנ.ק8,Corporate Bonds,434,ISCN-B8.TA
1207901,MTF.F127,IL0012079013,IL0012079013,True,MTF Sal (4D) Index US Semiconductors Top10,"MTF סל (4D) אינדקס שבבים ארה""ב Top10",מטפ.ס127,ETF Fund - Equity,1735,MTF-F127.TA
1207927,SHVL.B1,IL0012079278,IL0012079278,True,SHOVAL B1,שובל אגח א,שובל.ק1,Corporate Bonds,2441,SHVL-B1.TA
1207968,SHVL,IL0012079682,IL0012079682,True,SHOVAL,שובל,שובל,Shares,2441,SHVL.TA
1207984,HRIS.B20,IL0012079849,IL0012079849,True,HAREL ISSUE B20,הראל הנפק אגח כ,הרהנ.ק20,Corporate Bonds,1367,HRIS-B20.TA
1208008,NTGR.B14,IL0012080086,IL0012080086,True,NETANEL B14,נתנאל גרופ אגיד,נתגר.ק14,Corporate Bonds,421,NTGR-B14.TA
1208339,GVYM.B11,IL0012083395,IL0012083395,True,GAV YAM B11,גב ים אגח יא,גבים.ק11,Corporate Bonds,759,GVYM-B11.TA
1208388,MWIN.B3,IL0012083882,IL0012083882,True,M.W. INV B3,מ.ו השקע אגח ג,מוהש.ק3,Corporate Bonds,2398,MWIN-B3.TA
1208453,GVNG.B2I,IL0012084534,IL0012084534,True,GAV-YAM NG B2I,גב-יםנגב אגב-רמ,גבנ.ק2רמ,Corporate Bonds TASE UP,1755,GVNG-B2I.TA
1208495,SMT.B13,IL0012084955,IL0012084955,True,SUMMIT B13,סאמיט אגח יג,סמט.ק13,Corporate Bonds,1060,SMT-B13.TA
1208511,WSDL.B3,IL0012085119,IL0012085119,True,WESTDALE B3,ווסטדייל אגח ג,וסטד.ק3,Corporate Bonds,1772,WSDL-B3.TA
1208594,BLRN.W1,IL0012085945,IL0012085945,True,BLADE RAN W1,בלייד ריינ אפ 1,בלרן.א1,Warrants,1827,BLRN-W1.TA
1208784,TDRN.B4,IL0012087842,IL0012087842,True,TADIRAN GROU B4,תדיראן גרו אגח4,תדראן.ק4,Corporate Bonds,258,TDRN-B4.TA
1208818,MMRG.B1I,IL0012088188,IL0012088188,True,MIMUN MORG B1I,מימוןמשכ אגא-רמ,משכנ.ק1מ,Corporate Bonds TASE UP,2445,MMRG-B1I.TA
1208867,GCT.B20,IL0012088675,IL0012088675,True,G CITY B20,ג'י סיטי אגח כ,גיסי.ק20,Corporate Bonds,126,GCT-B20.TA
1208933,GSHM.B1,IL0012089335,IL0012089335,True,GEHSEM BI,גשם למשתכן אגחא,גשממ.ק1,Corporate Bonds,2440,GSHM-B1.TA
1209014,ORSY.B5,IL0012090143,IL0012090143,True,ORSY B5,אורשי אגח ה,ארשי.ק5,Corporate Bonds,1696,ORSY-B5.TA
1209063,HILA.B3,IL0012090630,IL0012090630,True,HILLA B3,הילה אגח ג,הילה.ק3,Corporate Bonds,1830,HILA-B3.TA
1209113,HRPK.B4,IL0012091133,IL0012091133,True,HAREL EXCHA B4,הראל פיקד אגח ד,הרפק.ק4,Corporate Bonds,1781,HRPK-B4.TA
1209170,MDG.B7,IL0012091703,IL0012091703,True,MDG REAL EST B7,אמ.די.ג'י אגח ז,אמדג.ק7,Corporate Bonds,1632,MDG-B7.TA
1209220,IN.FF17,IE000716YHJ7,IL0012092206,False,INV.FRFFTSEAW,אינבסקו.חוץ.FTSEALLWORLD,אנ.סז17,Foreign ETF - Equity,2355,IN-FF17.TA
1209253,AZRL.B9,IL0012092537,IL0012092537,True,AZRIELI B9,עזריאלי אגח ט,עזרל.ק9,Corporate Bonds,1420,AZRL-B9.TA
1209279,AVDP.B1,IL0012092792,IL0012092792,True,AVIAD DEPO B1,אביעד פקדוןאגחא,אבפק.ק1,Corporate Bonds,2446,AVDP-B1.TA
1209295,RTSN.B3,IL0012092958,IL0012092958,True,ROTEM SHANI B3,רותם שני אגח ג,רתשנ.ק3,Corporate Bonds,1797,RTSN-B3.TA
1209303,RTSN.W2,IL0012093030,IL0012093030,True,ROTEM SHANI W2,רותם שני אפ 2,רתשנ.א2,Warrants,1797,RTSN-W2.TA
1209436,ADRT.B2,IL0012094368,IL0012094368,True,RAM ADERET B2,רם אדרת אגח ב,אדרת.ק2,Corporate Bonds,2418,ADRT-B2.TA
1209444,IBI.F182,IL0012094442,IL0012094442,True,I.B.I. SAL (4A) TA-90 IL,"אי.בי.אי. סל (4A) ת""א-90",IBI.ס182,ETF Fund - Equity,1750,IBI-F182.TA
1209477,TSG,IL0012094772,IL0012094772,True,TSG,טיאסג'י,טסגי,Shares,2444,TSG.TA
1209824,BRIH.C1,IL0012098245,IL0012098245,True,RAV BARIACH C1,רב בריח אג א,בריח.ה1,Convertible Bonds,1949,BRIH-C1.TA
1209899,STRW.B1,IL0012098997,IL0012098997,True,STBRY INC B1,סטרברי אנ אגח א,סטרו.ק1,Corporate Bonds,2438,STRW-B1.TA
1210152,KRDI,IL0012101528,IL0012101528,True,KARDEN ISRAEL,קרדן ישראל,קרדי,Shares,121,KRDI.TA
1210202,KRIS.B5,IL0012102021,IL0012102021,True,KARDAN ISRA B5,קרדן אגח ה,קריש.ק5,Corporate Bonds,121,KRIS-B5.TA
1210236,SFRN.B2,IL0012102369,IL0012102369,True,SUFRIN B2,סופרין אגח ב,ספרן.ק2,Corporate Bonds,1974,SFRN-B2.TA
1210244,DIF.12-I,IL0012102443,IL0012102443,True,DIRECTINS B12-I,ביט ישיראגיב-רמ,בטש.12-מ,Corporate Bonds TASE UP,1089,DIF-12-I.TA
1210327,CRDT.B1,IL0012103276,IL0012103276,True,CREDITO IPOS B1,קרדיטו אגח א,קרדט.ק1,Corporate Bonds,2425,CRDT-B1.TA
1210384,ELDP.B10,IL0012103847,IL0012103847,True,ELLA DEPO B10,אלה פקדון אגח י,אלפק.ק10,Corporate Bonds,1697,ELDP-B10.TA
1210442,MDIN.C2,IL0012104423,IL0012104423,True,MODIIN C2,מודיעין אג ב,מדע.ה2,Convertible Bonds,345,MDIN-C2.TA
1210483,GSED.B2,IL0012104837,IL0012104837,True,GSE B2,ג'י.אס.אי אגח ב,גסאפ.ק2,Corporate Bonds,2427,GSED-B2.TA
1210541,GLDP.B2,IL0012105412,IL0012105412,True,GILAD DEPO B2,גלעד פקדון אגחב,גלפק.ק2,Corporate Bonds,1736,GLDP-B2.TA
1210947,AFPR.B16,IL0012109471,IL0012109471,True,AFI PROP B16,אפי נכסים אגחטז,אפנכ.ק16,Corporate Bonds,1172,AFPR-B16.TA
1211010,SPRD.B1,IL0012110107,IL0012110107,True,SAPIR DEPO B1,ספיר פקדון אגחא,ספרפ.ק1,Corporate Bonds,2433,SPRD-B1.TA
1211036,RIMON.B1,IL0012110362,IL0012110362,True,RIMON B1,רימון אגח א,רימון.ק1,Corporate Bonds,1928,RIMON-B1.TA
1211069,DSMN.B10,IL0012110693,IL0012110693,True,DISCOUNT MN B10,דיסקונט מנ נד י,דסקמ.ק10,Corporate Bonds,748,DSMN-B10.TA
1211283,MGOR.B12,IL0012112830,IL0012112830,True,MEGA OR B12,מגה אור אגח יב,מגאר.ק12,Corporate Bonds,1450,MGOR-B12.TA
1211358,ALMA.B11,IL0012113580,IL0012113580,True,ALMOGIM B11,אלמוגים אגח יא,אלמג.ק11,Corporate Bonds,1553,ALMA-B11.TA
1211416,NOFR.B4,IL0012114166,IL0012114166,True,NOFAR ENRG B4,נופר אנרג אגח ד,נופר.ק4,Corporate Bonds,1831,NOFR-B4.TA
1211457,MEDN.B1,IL0012114570,IL0012114570,True,MEHADRIN B1,מהדרין אגח א,מהדרן.ק1,Corporate Bonds,686,MEDN-B1.TA
1211515,PTEN.B2,IL0012115155,IL0012115155,True,PETRO ENRG B2,תשת אנרג אגח ב,תשן.ק2,Corporate Bonds,1809,PTEN-B2.TA
1211556,FORTY.B4,IL0012115569,IL0012115569,True,FORMULA B4,פורמולה אגח ד,פרמלה.ק4,Corporate Bonds,256,FORTY-B4.TA
1211564,ARPT.B12,IL0012115643,IL0012115643,True,AIRPORT B12,ארפורט אגח יב,ארפט.ק12,Corporate Bonds,1300,ARPT-B12.TA
1211606,DIR.B11,IL0012116062,IL0012116062,True,DIMRI B11,דמרי אגח יא,דמרי.ק11,Corporate Bonds,1193,DIR-B11.TA
1211648,SILV.B3,IL0012116484,IL0012116484,True,SILVER PROP B3,סילברסטין אגח ג,סילב.ק3,Corporate Bonds,1737,SILV-B3.TA
1211655,MDG.B8,IL0012116559,IL0012116559,True,MDG REAL EST B8,אמ.די.ג'י אגח ח,אמדג.ק8,Corporate Bonds,1632,MDG-B8.TA
1211747,POLI.B1I,IL0012117474,IL0012117474,True,POALIM B1-I,פועלים אגח 1-רמ,פעל.ק1רמ,Corporate Bonds TASE UP,662,POLI-B1I.TA
1211770,AVGD.B3,IL0012117706,IL0012117706,True,AVGAD B3,אב-גד אגח ג,אבגד.ק3,Corporate Bonds,1829,AVGD-B3.TA
1211796,GBPR.B15,IL0012117961,IL0012117961,True,GABAY PROP B15,גבאי מניבאגח טו,גבמנ.ק15,Corporate Bonds,771,GBPR-B15.TA
1211887,ALMD.B3I,IL0012118878,IL0012118878,True,ALMADEV B3-I,עלמדב אגח ג-רמ,עלמד.ק3מ,Corporate Bonds TASE UP,1753,ALMD-B3I.TA
1211937,BRND.B2,IL0012119371,IL0012119371,True,BRAND B2,ברנד אגח ב,ברנד.ק2,Corporate Bonds,536,BRND-B2.TA
1211986,BZN.B15,IL0012119868,IL0012119868,True,BAZAN B15,בזן אגח טו,בזן.ק15,Corporate Bonds,259,BZN-B15.TA
1212331,ARIN.B2,IL0012123316,IL0012123316,True,ARI REAL ES B2,ארי נדלן אגח ב,ארינ.ק2,Corporate Bonds,366,ARIN-B2.TA
1212349,ARIN.W1,IL0012123498,IL0012123498,True,ARI REAL ES W1,ארי נדלן אפ 1,ארינ.א1,Warrants,366,ARIN-W1.TA
1212455,BLDI.B1,IL0012124553,IL0012124553,True,BALADI B1,בלדי אגח 1,בלדי.ק1,Corporate Bonds,2450,BLDI-B1.TA
1212489,EFCP.B4,IL0012124892,IL0012124892,True,EFFI CAP B4,אפי קפיטל אגח ד,אפקפ.ק4,Corporate Bonds,1979,EFCP-B4.TA
1212539,BLDI,IL0012125394,IL0012125394,True,BALADI,בלדי,בלדי,Shares,2450,BLDI.TA
1212547,MSHR.B10,IL0012125477,IL0012125477,True,MISHORIM B10,מישורים אגח י,מישר.ק10,Corporate Bonds,1467,MSHR-B10.TA
1212588,LGTS.B5,IL0012125881,IL0012125881,True,LIGHTSTON B5,לייטסטון אגח ה,לטסט.ק5,Corporate Bonds,1630,LGTS-B5.TA
1212646,ROTS.B13,IL0012126467,IL0012126467,True,ROTSHTEIN B13,רוטשטיין אגח יג,רשטן.ק13,Corporate Bonds,539,ROTS-B13.TA
1212679,MLRN.B5,IL0012126798,IL0012126798,True,MLRN B5,מלרן אגח ה,מלרן.ק5,Corporate Bonds,1787,MLRN-B5.TA
1212695,MYDS.B5,IL0012126954,IL0012126954,True,MYDAS B5,מידאס אגח ה,מדאס.ק5,Corporate Bonds,544,MYDS-B5.TA
1212752,GCT.B21,IL0012127523,IL0012127523,True,G CITY B21,ג'י סיטי אגח כא,גיסי.ק21,Corporate Bonds,126,GCT-B21.TA
1212794,MTF.F131,IL0012127945,IL0012127945,True,MTF Sal (4A) S&P Israel 100 (ILS) IL,MTF סל S&P Israel 100 (ILS) (4A),מטפ.ס131,ETF Fund - Equity,1735,MTF-F131.TA
1212851,SPNR.B5,IL0012128513,IL0012128513,True,SPENCER B5,ספנסר אגח ה,ספנר.ק5,Corporate Bonds,1628,SPNR-B5.TA
